Gene_ID	Gene_Name	Cross-validated R2	Number of Neigbors	Weights	P	Population
ENSG00000197747.4	S100A10	-0.0923678421423249	31	uniform	3	AFA
ENSG00000232810.3	TNF	-0.0922342285492282	29	uniform	3	AFA
ENSG00000150551.10	LYPD1	-0.0921107345901271	21	uniform	3	AFA
ENSG00000112078.9	KCTD20	-0.0921041722029707	31	distance	3	AFA
ENSG00000141428.12	C18orf21	-0.0920876533757536	21	uniform	1	AFA
ENSG00000137210.9	TMEM14B	-0.0920155899051846	25	uniform	1	AFA
ENSG00000039650.5	PNKP	-0.0918686867692431	31	uniform	2	AFA
ENSG00000170915.8	PAQR8	-0.0918546848994243	19	uniform	1	AFA
ENSG00000162073.9	PAQR4	-0.0918510265037281	31	distance	1	AFA
ENSG00000185304.12	RGPD2	-0.0918284612067229	31	uniform	1	AFA
ENSG00000140743.3	CDR2	-0.0917719028968878	31	uniform	2	AFA
ENSG00000085721.8	RRN3	-0.0917425114842261	31	uniform	1	AFA
ENSG00000092964.12	DPYSL2	-0.0917178622469679	31	distance	2	AFA
ENSG00000171700.9	RGS19	-0.0916774401471558	31	distance	3	AFA
ENSG00000241553.7	ARPC4	-0.0916757653956465	31	uniform	2	AFA
ENSG00000114735.5	HEMK1	-0.0916591869880321	21	uniform	1	AFA
ENSG00000100124.7	ANKRD54	-0.0916464277169085	31	uniform	1	AFA
ENSG00000067248.5	DHX29	-0.0916275821108164	29	distance	1	AFA
ENSG00000078699.16	CBFA2T2	-0.0916077302883926	31	distance	1	AFA
ENSG00000034713.3	GABARAPL2	-0.0914968322133827	19	distance	1	AFA
ENSG00000171954.7	CYP4F22	-0.0914902507322434	23	distance	2	AFA
ENSG00000119523.8	ALG2	-0.0914116177455613	31	uniform	2	AFA
ENSG00000148688.9	RPP30	-0.09134627555033	31	uniform	1	AFA
ENSG00000156804.3	FBXO32	-0.0913437697929053	29	uniform	1	AFA
ENSG00000176340.3	COX8A	-0.0913216308065005	31	uniform	2	AFA
ENSG00000161677.7	JOSD2	-0.0912367263179705	19	uniform	2	AFA
ENSG00000172893.11	DHCR7	-0.09122590705103	23	distance	1	AFA
ENSG00000143624.9	INTS3	-0.0911371044436744	31	uniform	2	AFA
ENSG00000170734.7	POLH	-0.0910403065010469	31	uniform	3	AFA
ENSG00000231500.2	RPS18	-0.0910388414681217	31	uniform	3	AFA
ENSG00000175482.4	POLD4	-0.0909471893837854	31	uniform	1	AFA
ENSG00000106070.13	GRB10	-0.0909351942031366	31	uniform	3	AFA
ENSG00000120306.5	CYSTM1	-0.0909165778948226	19	distance	1	AFA
ENSG00000132819.12	RBM38	-0.0908983169415479	31	distance	3	AFA
ENSG00000240682.5	ISY1	-0.0908913330462264	21	uniform	3	AFA
ENSG00000205089.3	CCNI2	-0.0908900938756318	27	uniform	3	AFA
ENSG00000130561.12	SAG	-0.0908852531074212	27	uniform	2	AFA
ENSG00000111142.9	METAP2	-0.0908593110212225	31	uniform	2	AFA
ENSG00000157020.13	SEC13	-0.0908381170133293	31	uniform	1	AFA
ENSG00000198492.10	YTHDF2	-0.0906694980758899	31	uniform	3	AFA
ENSG00000148411.3	NACC2	-0.0906686160061048	21	uniform	1	AFA
ENSG00000010539.7	ZNF200	-0.090664194855579	31	uniform	3	AFA
ENSG00000168434.8	COG7	-0.0906527468195339	31	uniform	2	AFA
ENSG00000157978.7	LDLRAP1	-0.0905872076486991	31	uniform	1	AFA
ENSG00000116698.16	SMG7	-0.0905083865371421	29	distance	3	AFA
ENSG00000164066.7	INTU	-0.0903894667152717	27	distance	1	AFA
ENSG00000174282.7	ZBTB4	-0.0900604772805219	27	distance	3	AFA
ENSG00000181915.3	ADO	-0.090055486997531	31	uniform	2	AFA
ENSG00000120705.8	ETF1	-0.0900506780498012	29	uniform	2	AFA
ENSG00000075886.10	TUBA3D	-0.0900321943092503	31	uniform	2	AFA
ENSG00000136770.6	DNAJC1	-0.0900027976797292	31	uniform	2	AFA
ENSG00000163516.9	ANKZF1	-0.089901720478281	31	uniform	2	AFA
ENSG00000116741.6	RGS2	-0.0899009132533332	29	uniform	3	AFA
ENSG00000137171.10	KLC4	-0.0898754148429837	31	uniform	1	AFA
ENSG00000065883.10	CDK13	-0.0898239213055904	31	distance	1	AFA
ENSG00000000971.11	CFH	-0.0897866975021979	23	uniform	1	AFA
ENSG00000167637.12	ZNF283	-0.0897585347357381	27	uniform	2	AFA
ENSG00000175264.3	CHST1	-0.0897445174389937	27	uniform	3	AFA
ENSG00000119616.7	FCF1	-0.0897003491079428	31	uniform	3	AFA
ENSG00000146858.7	ZC3HAV1L	-0.0896370117506256	31	distance	2	AFA
ENSG00000138593.4	SECISBP2L	-0.0896243403496408	31	uniform	1	AFA
ENSG00000132003.5	ZSWIM4	-0.0894882320433573	31	uniform	1	AFA
ENSG00000177889.5	UBE2N	-0.0893929049893741	29	uniform	3	AFA
ENSG00000166889.13	PATL1	-0.0893171439781704	29	distance	1	AFA
ENSG00000159140.13	SON	-0.0892937125990139	31	uniform	3	AFA
ENSG00000203791.9	METTL10	-0.0892255804877355	31	distance	2	AFA
ENSG00000144026.7	ZNF514	-0.0891986306578192	17	uniform	1	AFA
ENSG00000141569.6	TRIM65	-0.0891960348475351	31	uniform	3	AFA
ENSG00000100721.6	TCL1A	-0.0890838842050239	25	uniform	1	AFA
ENSG00000138279.10	ANXA7	-0.0890679435150227	31	uniform	2	AFA
ENSG00000179598.5	PLD6	-0.0890067468035171	31	distance	1	AFA
ENSG00000256872.1	NOL12	-0.0889545040869439	31	distance	3	AFA
ENSG00000164129.7	NPY5R	-0.0887963916966245	31	uniform	2	AFA
ENSG00000108244.12	KRT23	-0.0887944035817216	31	uniform	2	AFA
ENSG00000119782.9	FKBP1B	-0.0887845628225298	27	distance	1	AFA
ENSG00000123364.3	HOXC13	-0.0886795815276452	29	distance	3	AFA
ENSG00000198758.6	EPS8L3	-0.0886356178939664	29	distance	3	AFA
ENSG00000128309.12	MPST	-0.0886279074593958	29	uniform	1	AFA
ENSG00000109536.7	FRG1	-0.0885745757106377	25	distance	2	AFA
ENSG00000130653.11	PNPLA7	-0.088429746416344	31	uniform	1	AFA
ENSG00000004059.6	ARF5	-0.0882836923811583	25	distance	1	AFA
ENSG00000225830.6	ERCC6	-0.0882624649700054	29	uniform	3	AFA
ENSG00000172738.7	TMEM217	-0.0882070755803406	23	uniform	3	AFA
ENSG00000133316.11	WDR74	-0.0881965430631407	31	distance	1	AFA
ENSG00000164405.6	UQCRQ	-0.0881934475286047	31	distance	1	AFA
ENSG00000137221.10	TJAP1	-0.0881057494874748	31	distance	1	AFA
ENSG00000123066.3	MED13L	-0.088102307571573	31	uniform	1	AFA
ENSG00000254726.2	MEX3A	-0.0880877658769657	31	distance	3	AFA
ENSG00000187555.10	USP7	-0.0880463633239028	21	uniform	3	AFA
ENSG00000162244.6	RPL29	-0.0880128920742549	31	uniform	1	AFA
ENSG00000159055.3	MIS18A	-0.0880121361924694	31	uniform	1	AFA
ENSG00000084073.4	ZMPSTE24	-0.0879762650791923	25	uniform	1	AFA
ENSG00000136319.7	TTC5	-0.0879688046528908	31	distance	2	AFA
ENSG00000125144.9	MT1G	-0.0879466059902031	29	uniform	1	AFA
ENSG00000169926.5	KLF13	-0.0878118770839389	31	uniform	2	AFA
ENSG00000099942.8	CRKL	-0.0878042592804702	23	distance	3	AFA
ENSG00000186575.13	NF2	-0.0877931810854401	31	distance	1	AFA
ENSG00000010379.11	SLC6A13	-0.0877653983535796	21	distance	1	AFA
ENSG00000132357.9	CARD6	-0.0877327219389094	27	uniform	1	AFA
ENSG00000113396.8	SLC27A6	-0.0876853221174801	29	uniform	2	AFA
ENSG00000182473.16	EXOC7	-0.0875385495269161	27	distance	1	AFA
ENSG00000142731.6	PLK4	-0.0874788371020166	31	distance	2	AFA
ENSG00000197785.9	ATAD3A	-0.0874344549894431	31	uniform	3	AFA
ENSG00000221978.7	CCNL2	-0.0874180706786858	27	uniform	3	AFA
ENSG00000205358.3	MT1H	-0.0873933304984619	29	uniform	1	AFA
ENSG00000108039.13	XPNPEP1	-0.0873866555605644	31	distance	1	AFA
ENSG00000198824.4	CHAMP1	-0.0873153690937717	31	uniform	3	AFA
ENSG00000042088.9	TDP1	-0.0873045853321502	31	uniform	2	AFA
ENSG00000134470.15	IL15RA	-0.0872782104231783	27	uniform	3	AFA
ENSG00000077984.4	CST7	-0.0872591013598733	31	distance	3	AFA
ENSG00000107140.11	TESK1	-0.0872553754909848	29	uniform	2	AFA
ENSG00000171827.6	ZNF570	-0.0872258596473331	31	uniform	2	AFA
ENSG00000203814.5	HIST2H2BF	-0.0872173785237865	25	uniform	1	AFA
ENSG00000090971.4	NAT14	-0.0871698479186402	27	uniform	1	AFA
ENSG00000140983.8	RHOT2	-0.0871589572593961	29	uniform	3	AFA
ENSG00000121966.6	CXCR4	-0.0871060610103136	17	uniform	1	AFA
ENSG00000137822.8	TUBGCP4	-0.0870962535463947	29	uniform	3	AFA
ENSG00000083099.6	LYRM2	-0.0870678676200073	21	distance	3	AFA
ENSG00000166188.2	ZNF319	-0.0870535543752479	29	uniform	3	AFA
ENSG00000183808.7	RBM12B	-0.0870169564248535	31	uniform	1	AFA
ENSG00000163606.6	CD200R1	-0.0869399828908633	29	distance	3	AFA
ENSG00000179774.7	ATOH7	-0.0868900811523129	31	uniform	3	AFA
ENSG00000143436.6	MRPL9	-0.0868658057637737	31	uniform	3	AFA
ENSG00000147684.3	NDUFB9	-0.0867846183670904	29	uniform	1	AFA
ENSG00000068001.9	HYAL2	-0.0867201843100948	31	uniform	1	AFA
ENSG00000145293.10	ENOPH1	-0.0865849923142938	31	uniform	2	AFA
ENSG00000148288.7	GBGT1	-0.0865108635066556	29	uniform	2	AFA
ENSG00000130489.8	SCO2	-0.086482455788953	27	distance	3	AFA
ENSG00000146830.9	GIGYF1	-0.0864271575688197	31	uniform	3	AFA
ENSG00000108272.9	DHRS11	-0.0864240811290942	23	distance	3	AFA
ENSG00000177511.5	ST8SIA3	-0.0863470841627417	31	uniform	1	AFA
ENSG00000120686.7	UFM1	-0.0863358801855593	31	uniform	1	AFA
ENSG00000145012.8	LPP	-0.0862764280254934	23	distance	1	AFA
ENSG00000178789.4	CD300LB	-0.0862176510942993	29	distance	3	AFA
ENSG00000241697.3	TMEFF1	-0.0861783665158462	27	uniform	1	AFA
ENSG00000100678.14	SLC8A3	-0.0861606212550789	31	uniform	3	AFA
ENSG00000131773.9	KHDRBS3	-0.0860840966176361	17	uniform	2	AFA
ENSG00000188283.7	ZNF383	-0.0860380616137469	23	uniform	1	AFA
ENSG00000007376.3	RPUSD1	-0.0859932346858567	31	uniform	2	AFA
ENSG00000215440.7	NPEPL1	-0.0859453575386293	31	uniform	2	AFA
ENSG00000174007.7	CEP19	-0.0859295061147211	15	distance	1	AFA
ENSG00000120533.8	ENY2	-0.0858618622248458	29	uniform	2	AFA
ENSG00000076108.7	BAZ2A	-0.0857811073893606	29	uniform	3	AFA
ENSG00000165006.9	UBAP1	-0.085661515309231	27	uniform	1	AFA
ENSG00000063046.13	EIF4B	-0.0855221917042622	31	uniform	2	AFA
ENSG00000053108.12	FSTL4	-0.0855097421017709	31	uniform	3	AFA
ENSG00000203668.1	CHML	-0.0854399499031933	31	uniform	3	AFA
ENSG00000152253.4	SPC25	-0.0854304131712843	29	uniform	3	AFA
ENSG00000068697.6	LAPTM4A	-0.0854093668015371	19	uniform	2	AFA
ENSG00000159322.13	ADPGK	-0.0853840386589984	31	uniform	1	AFA
ENSG00000100575.9	TIMM9	-0.0853711563748619	29	uniform	1	AFA
ENSG00000160767.16	FAM189B	-0.0853476299736519	31	uniform	2	AFA
ENSG00000115524.10	SF3B1	-0.0853153881940918	29	uniform	3	AFA
ENSG00000100612.9	DHRS7	-0.0853123854097464	31	uniform	3	AFA
ENSG00000138138.9	ATAD1	-0.0852859987319865	31	distance	1	AFA
ENSG00000073169.9	RP3-402G11.5	-0.0852365736033708	27	distance	1	AFA
ENSG00000112578.5	BYSL	-0.0851723105990038	31	uniform	2	AFA
ENSG00000141101.8	NOB1	-0.085134653442802	31	uniform	2	AFA
ENSG00000158062.16	UBXN11	-0.0850520062416312	31	distance	2	AFA
ENSG00000152422.11	XRCC4	-0.0848841570032889	21	uniform	3	AFA
ENSG00000127580.11	WDR24	-0.0848383621074695	31	uniform	3	AFA
ENSG00000214022.7	REPIN1	-0.0848320553870609	25	distance	1	AFA
ENSG00000106028.6	SSBP1	-0.0848273757325068	25	distance	1	AFA
ENSG00000164463.8	CREBRF	-0.0847547336345037	31	uniform	1	AFA
ENSG00000104973.10	MED25	-0.0847535267194617	31	uniform	1	AFA
ENSG00000069702.6	TGFBR3	-0.084721905986318	19	uniform	3	AFA
ENSG00000161526.10	SAP30BP	-0.0847050516517928	21	uniform	3	AFA
ENSG00000144848.6	ATG3	-0.0846643626695902	31	uniform	3	AFA
ENSG00000130005.7	GAMT	-0.084626809162929	31	uniform	1	AFA
ENSG00000151623.10	NR3C2	-0.084563655420848	31	uniform	2	AFA
ENSG00000149792.4	MRPL49	-0.0845292343282686	31	distance	3	AFA
ENSG00000144736.9	SHQ1	-0.0845197493871239	31	uniform	1	AFA
ENSG00000138398.11	PPIG	-0.0845162720584775	25	uniform	1	AFA
ENSG00000196357.7	ZNF565	-0.0845079780858626	31	uniform	3	AFA
ENSG00000177225.12	PDDC1	-0.0844350186463409	29	uniform	1	AFA
ENSG00000075218.14	GTSE1	-0.0844261933968929	31	uniform	1	AFA
ENSG00000005486.12	RHBDD2	-0.0843916133272328	31	distance	1	AFA
ENSG00000160714.5	UBE2Q1	-0.0843043297223218	21	distance	1	AFA
ENSG00000165732.8	DDX21	-0.0842696038426482	31	uniform	3	AFA
ENSG00000095066.7	HOOK2	-0.0842315894962642	31	uniform	1	AFA
ENSG00000184056.10	VPS33B	-0.0841725059198912	11	distance	1	AFA
ENSG00000050748.12	MAPK9	-0.0841395220534275	31	distance	3	AFA
ENSG00000123091.4	RNF11	-0.0841129398053167	31	uniform	3	AFA
ENSG00000197568.9	HHLA3	-0.0841115058299324	21	uniform	3	AFA
ENSG00000139636.11	LMBR1L	-0.0841085954932071	29	uniform	1	AFA
ENSG00000117475.9	BLZF1	-0.083989438894646	19	distance	2	AFA
ENSG00000104671.3	DCTN6	-0.083945922882835	31	uniform	2	AFA
ENSG00000104885.12	DOT1L	-0.0838505337741842	21	uniform	2	AFA
ENSG00000134046.7	MBD2	-0.0836746487175118	31	uniform	1	AFA
ENSG00000149480.2	MTA2	-0.0835612889188186	23	uniform	3	AFA
ENSG00000059804.11	SLC2A3	-0.083556372827336	27	distance	1	AFA
ENSG00000166428.8	PLD4	-0.0835094015191902	27	uniform	3	AFA
ENSG00000167286.5	CD3D	-0.0834993657195525	21	uniform	3	AFA
ENSG00000088986.6	DYNLL1	-0.0834485155138794	31	uniform	1	AFA
ENSG00000108700.4	CCL8	-0.0834141130773988	17	uniform	1	AFA
ENSG00000129353.10	SLC44A2	-0.0834101220716411	29	uniform	3	AFA
ENSG00000105672.10	ETV2	-0.0833912897872602	29	uniform	1	AFA
ENSG00000186104.6	CYP2R1	-0.0833610757002091	31	uniform	1	AFA
ENSG00000238227.3	C9orf69	-0.0833420197484571	31	distance	3	AFA
ENSG00000137441.7	FGFBP2	-0.083309517670263	31	distance	1	AFA
ENSG00000137817.12	PARP6	-0.0833083855133247	31	uniform	1	AFA
ENSG00000177030.12	DEAF1	-0.0832121202007171	31	uniform	1	AFA
ENSG00000162407.8	PPAP2B	-0.0831379774968035	25	uniform	2	AFA
ENSG00000224470.2	ATXN1L	-0.0831378879084599	31	uniform	3	AFA
ENSG00000177600.4	RPLP2	-0.0831330874589565	31	uniform	3	AFA
ENSG00000182899.10	RPL35A	-0.0831121519166807	31	uniform	3	AFA
ENSG00000160318.2	CLDND2	-0.0830676831247507	31	uniform	1	AFA
ENSG00000150347.10	ARID5B	-0.082926025720164	23	distance	3	AFA
ENSG00000108587.10	GOSR1	-0.0829087147820572	29	uniform	2	AFA
ENSG00000132002.3	DNAJB1	-0.082873730380834	27	uniform	1	AFA
ENSG00000122435.5	TRMT13	-0.0828543801629735	31	uniform	1	AFA
ENSG00000105650.16	PDE4C	-0.0828503488672771	31	uniform	2	AFA
ENSG00000172053.10	QARS	-0.082793864917358	31	distance	2	AFA
ENSG00000125657.3	TNFSF9	-0.0827842022902372	31	uniform	1	AFA
ENSG00000183979.7	NPB	-0.0827521711519072	29	uniform	1	AFA
ENSG00000144802.7	NFKBIZ	-0.0827280731644458	29	uniform	3	AFA
ENSG00000128607.9	KLHDC10	-0.082701458727535	29	uniform	2	AFA
ENSG00000170631.10	ZNF16	-0.0825720433451382	25	distance	1	AFA
ENSG00000138041.11	SMEK2	-0.0825477492477803	29	uniform	2	AFA
ENSG00000168566.11	SNRNP48	-0.0825454326177903	31	uniform	1	AFA
ENSG00000158793.9	NIT1	-0.082537195477458	29	distance	3	AFA
ENSG00000114416.13	FXR1	-0.0824876329422145	31	uniform	3	AFA
ENSG00000115504.10	EHBP1	-0.0824642612283176	11	uniform	3	AFA
ENSG00000012061.11	ERCC1	-0.0824612882846866	19	distance	2	AFA
ENSG00000198700.5	IPO9	-0.0824447341751375	31	uniform	3	AFA
ENSG00000137078.4	SIT1	-0.0824315446375559	23	distance	1	AFA
ENSG00000124299.8	PEPD	-0.0823725391626366	31	uniform	2	AFA
ENSG00000164180.9	TMEM161B	-0.0823220778279261	27	uniform	1	AFA
ENSG00000196363.4	WDR5	-0.0823057521813222	31	uniform	3	AFA
ENSG00000063241.3	ISOC2	-0.0822779979357133	31	uniform	3	AFA
ENSG00000133619.13	KRBA1	-0.0822732550917794	29	uniform	2	AFA
ENSG00000100836.6	PABPN1	-0.0822329844773826	27	uniform	3	AFA
ENSG00000166974.8	MAPRE2	-0.0821480974945741	17	uniform	3	AFA
ENSG00000163214.16	DHX57	-0.0821051389956203	31	uniform	1	AFA
ENSG00000174123.6	TLR10	-0.0820832163209324	19	uniform	1	AFA
ENSG00000185015.3	CA13	-0.0820770138342049	31	uniform	2	AFA
ENSG00000134248.9	LAMTOR5	-0.0820478332144402	11	uniform	1	AFA
ENSG00000137274.8	BPHL	-0.0820232254001204	31	distance	3	AFA
ENSG00000074370.13	ATP2A3	-0.0819976236549584	29	uniform	1	AFA
ENSG00000173281.4	PPP1R3B	-0.0819354308734802	19	uniform	3	AFA
ENSG00000099917.13	MED15	-0.0818810214593311	31	uniform	2	AFA
ENSG00000105821.10	DNAJC2	-0.0818791308852735	31	uniform	2	AFA
ENSG00000084072.12	PPIE	-0.0818706253859582	27	uniform	3	AFA
ENSG00000152779.12	SLC16A12	-0.0818388984972673	31	distance	2	AFA
ENSG00000178585.10	CTNNBIP1	-0.0818303020268104	21	distance	3	AFA
ENSG00000135482.2	ZC3H10	-0.0817996835386902	31	uniform	1	AFA
ENSG00000160194.12	NDUFV3	-0.0817956884025807	31	uniform	2	AFA
ENSG00000122591.7	FAM126A	-0.0817428711354457	31	uniform	3	AFA
ENSG00000146828.13	SLC12A9	-0.0817329758924557	27	uniform	3	AFA
ENSG00000178149.12	DALRD3	-0.0817193209705118	31	uniform	3	AFA
ENSG00000157954.10	WIPI2	-0.0816700350093904	23	uniform	1	AFA
ENSG00000197586.8	ENTPD6	-0.0816303609814736	31	distance	1	AFA
ENSG00000102934.5	PLLP	-0.0815520454242472	31	uniform	1	AFA
ENSG00000139572.3	GPR84	-0.0814890453608559	31	uniform	3	AFA
ENSG00000173334.3	TRIB1	-0.0814855855150256	31	uniform	2	AFA
ENSG00000198538.6	ZNF28	-0.0814822221097484	31	uniform	1	AFA
ENSG00000163513.13	TGFBR2	-0.0814713643776741	31	distance	2	AFA
ENSG00000129993.10	CBFA2T3	-0.0814655066607715	23	uniform	3	AFA
ENSG00000132670.16	PTPRA	-0.0814317183825648	27	distance	3	AFA
ENSG00000113368.7	LMNB1	-0.0814300524492889	31	distance	3	AFA
ENSG00000114480.8	GBE1	-0.0814032023773922	25	distance	1	AFA
ENSG00000171097.9	CCBL1	-0.0813918212865736	31	uniform	1	AFA
ENSG00000163637.7	PRICKLE2	-0.0813281326332724	31	uniform	3	AFA
ENSG00000164929.12	BAALC	-0.081233721630277	29	uniform	2	AFA
ENSG00000118432.11	CNR1	-0.0811808865887694	27	uniform	3	AFA
ENSG00000131979.14	GCH1	-0.0811137233669234	31	uniform	3	AFA
ENSG00000117118.5	SDHB	-0.0811131931645425	27	uniform	3	AFA
ENSG00000102890.10	ELMO3	-0.0810433610463135	31	uniform	2	AFA
ENSG00000101391.15	CDK5RAP1	-0.0809509219862324	31	uniform	2	AFA
ENSG00000108424.5	KPNB1	-0.0808444738170631	31	uniform	1	AFA
ENSG00000241258.2	CRCP	-0.0808341191337151	31	uniform	1	AFA
ENSG00000106537.7	TSPAN13	-0.0807733102773992	15	distance	3	AFA
ENSG00000183475.8	ASB7	-0.0806633109621377	31	uniform	2	AFA
ENSG00000124608.4	AARS2	-0.0805602267206276	25	uniform	3	AFA
ENSG00000100354.15	TNRC6B	-0.0805428150923956	31	uniform	3	AFA
ENSG00000139291.9	TMEM19	-0.0805039177270832	31	uniform	1	AFA
ENSG00000198133.4	TMEM229B	-0.080478923332083	15	distance	1	AFA
ENSG00000118680.8	MYL12B	-0.0804668804135607	31	distance	3	AFA
ENSG00000100393.9	EP300	-0.0804639595693196	15	uniform	3	AFA
ENSG00000144867.7	SRPRB	-0.08045131578643	31	uniform	3	AFA
ENSG00000151729.5	SLC25A4	-0.0804467323427245	31	uniform	1	AFA
ENSG00000183486.8	MX2	-0.0804383269767083	11	distance	1	AFA
ENSG00000140853.11	NLRC5	-0.080410861289345	27	uniform	1	AFA
ENSG00000116752.5	BCAS2	-0.0803740464943208	29	uniform	1	AFA
ENSG00000124120.6	TTPAL	-0.0803328579531522	27	uniform	1	AFA
ENSG00000188554.9	NBR1	-0.0803251013317315	31	uniform	1	AFA
ENSG00000166340.10	TPP1	-0.0803244978004503	31	distance	2	AFA
ENSG00000185787.10	MORF4L1	-0.0803114349297591	27	uniform	1	AFA
ENSG00000065154.7	OAT	-0.0802391821201136	13	uniform	1	AFA
ENSG00000196591.7	HDAC2	-0.0801948707312199	19	uniform	1	AFA
ENSG00000104756.11	KCTD9	-0.0800588015224539	29	uniform	1	AFA
ENSG00000120798.12	NR2C1	-0.0800443473033755	29	uniform	1	AFA
ENSG00000185000.5	DGAT1	-0.0800443214278721	31	distance	1	AFA
ENSG00000119328.7	FAM206A	-0.0799957163136552	19	distance	3	AFA
ENSG00000116824.4	CD2	-0.0799944877868136	29	uniform	1	AFA
ENSG00000176732.6	PFN4	-0.0799457365007938	31	uniform	3	AFA
ENSG00000006744.13	ELAC2	-0.0799453538036783	31	uniform	3	AFA
ENSG00000168256.13	NKIRAS2	-0.0799428202831828	23	distance	3	AFA
ENSG00000125810.9	CD93	-0.0799214098221901	29	uniform	3	AFA
ENSG00000026652.9	AGPAT4	-0.0799194696134586	31	uniform	1	AFA
ENSG00000008869.7	HEATR5B	-0.0799091274912553	25	uniform	3	AFA
ENSG00000198663.12	C6orf89	-0.0799037059325278	25	uniform	1	AFA
ENSG00000173020.6	ADRBK1	-0.0798642311890147	29	uniform	3	AFA
ENSG00000184178.11	SCFD2	-0.0798607321347429	23	distance	2	AFA
ENSG00000125611.11	CHCHD5	-0.0798290739481093	25	uniform	2	AFA
ENSG00000031698.8	SARS	-0.079761954522801	11	distance	3	AFA
ENSG00000023171.10	GRAMD1B	-0.0795986428803277	31	uniform	2	AFA
ENSG00000106006.5	HOXA6	-0.0795158741254285	25	uniform	1	AFA
ENSG00000147854.12	UHRF2	-0.0795074947307538	31	uniform	1	AFA
ENSG00000158882.8	TOMM40L	-0.0794954092308974	25	uniform	1	AFA
ENSG00000182993.3	C12orf60	-0.0794913432950709	23	uniform	3	AFA
ENSG00000198961.5	PJA2	-0.079440476030003	13	distance	2	AFA
ENSG00000151422.8	FER	-0.0794156927268668	29	distance	2	AFA
ENSG00000136026.9	CKAP4	-0.0794056019299772	25	distance	1	AFA
ENSG00000120662.11	MTRF1	-0.0793111666762486	21	uniform	1	AFA
ENSG00000213799.6	ZNF845	-0.0793064199584567	23	uniform	3	AFA
ENSG00000166908.13	PIP4K2C	-0.0792986664398497	29	distance	1	AFA
ENSG00000141965.3	FEM1A	-0.0792884763170228	23	uniform	1	AFA
ENSG00000155640.5	C10orf12	-0.0792702860148676	27	uniform	1	AFA
ENSG00000167705.7	RILP	-0.0792496589355776	27	distance	1	AFA
ENSG00000076928.13	ARHGEF1	-0.0792366022458914	31	uniform	1	AFA
ENSG00000138795.5	LEF1	-0.0792175939797091	31	uniform	1	AFA
ENSG00000124942.9	AHNAK	-0.0791749765526296	31	uniform	1	AFA
ENSG00000177192.9	PUS1	-0.0791688693335354	21	uniform	1	AFA
ENSG00000027075.9	PRKCH	-0.0791499761614822	31	uniform	1	AFA
ENSG00000109670.9	FBXW7	-0.0791279665211482	29	uniform	3	AFA
ENSG00000006016.6	CRLF1	-0.0791273684003755	29	distance	3	AFA
ENSG00000085871.4	MGST2	-0.07905759192639	31	uniform	1	AFA
ENSG00000007923.11	DNAJC11	-0.0790496130243888	15	uniform	3	AFA
ENSG00000134884.9	ARGLU1	-0.0789669725183486	27	distance	3	AFA
ENSG00000143458.7	GABPB2	-0.078959711256318	27	uniform	1	AFA
ENSG00000104964.10	AES	-0.0789404031262426	31	uniform	1	AFA
ENSG00000132963.7	POMP	-0.0788772300900365	27	uniform	2	AFA
ENSG00000196843.11	ARID5A	-0.0788555703804791	19	distance	3	AFA
ENSG00000175213.2	ZNF408	-0.078833405623654	31	uniform	3	AFA
ENSG00000100908.9	EMC9	-0.078816036416534	25	uniform	1	AFA
ENSG00000183722.7	LHFP	-0.0788029300269615	27	distance	1	AFA
ENSG00000134909.14	ARHGAP32	-0.078787979143731	31	uniform	1	AFA
ENSG00000132326.7	PER2	-0.0787803012506596	23	uniform	2	AFA
ENSG00000163479.9	SSR2	-0.0787721747692746	31	uniform	3	AFA
ENSG00000113532.8	ST8SIA4	-0.0787479758019868	21	distance	2	AFA
ENSG00000196963.2	PCDHB16	-0.0786928535633719	31	distance	3	AFA
ENSG00000116455.9	WDR77	-0.0786918668108096	23	uniform	1	AFA
ENSG00000241973.6	PI4KA	-0.0786723478441371	31	uniform	1	AFA
ENSG00000165506.10	DNAAF2	-0.0785140120654878	11	distance	3	AFA
ENSG00000213465.3	ARL2	-0.0784972056589724	31	uniform	3	AFA
ENSG00000170464.5	DNAJC18	-0.078483029160868	29	uniform	1	AFA
ENSG00000215421.5	ZNF407	-0.0784254284227881	21	uniform	3	AFA
ENSG00000184209.14	SNRNP35	-0.0784197357801173	31	uniform	1	AFA
ENSG00000104918.4	RETN	-0.078405740909097	25	uniform	1	AFA
ENSG00000112592.8	TBP	-0.0783922445902967	31	uniform	2	AFA
ENSG00000159256.8	MORC3	-0.0783743024325529	31	uniform	2	AFA
ENSG00000136450.8	SRSF1	-0.0783685702482816	31	uniform	1	AFA
ENSG00000144895.7	EIF2A	-0.0783474808049088	31	uniform	2	AFA
ENSG00000082438.11	COBLL1	-0.0782708946721122	31	uniform	2	AFA
ENSG00000140367.7	UBE2Q2	-0.0782538047577898	31	distance	3	AFA
ENSG00000183323.8	CCDC125	-0.0782256579063657	27	uniform	2	AFA
ENSG00000183077.11	AFMID	-0.0781860057705331	31	uniform	3	AFA
ENSG00000128218.7	VPREB3	-0.0781550731876085	27	distance	3	AFA
ENSG00000134644.11	PUM1	-0.0781495470103733	31	distance	1	AFA
ENSG00000134574.7	DDB2	-0.078086040376511	27	uniform	3	AFA
ENSG00000174749.4	C4orf32	-0.0780659897565179	31	uniform	1	AFA
